form_id	submission_id	Consent_Form_no	Q01_Think_Brain_Frequency_no	Q02_DietInfl_no	Q02_DietInfl_no_dummy	Q02_EducationInfl_no	Q02_EducationInfl_no_dummy	Q02_GeneticsInfl_no	Q02_GeneticsInfl_no_dummy	Q02_IncomeInfl_no	Q02_IncomeInfl_no_dummy	Q02_LifeGoalsInfl_no	Q02_LifeGoalsInfl_no_dummy	Q02_PhyEnvironmentInfl_no	Q02_PhyEnvironmentInfl_no_dummy	Q02_PhyHealthInfl_no	Q02_PhyHealthInfl_no_dummy	Q02_ProfessionInfl_no	Q02_ProfessionInfl_no_dummy	Q02_SleepHabitsInfl_no	Q02_SleepHabitsInfl_no_dummy	Q02_SocEnvironmentInfl_no	Q02_SocEnvironmentInfl_no_dummy	Q02_SubstanceInfl_no	Q02_SubstanceInfl_no_dummy	Q03_Adolescence_no	Q03_Adolescence_no_dummy	Q03_Child_no	Q03_Child_no_dummy	Q03_MiddleAge_no	Q03_MiddleAge_no_dummy	Q03_OlderAge_no	Q03_OlderAge_no_dummy	Q03_Womb_no	Q03_Womb_no_dummy	Q03_YoungAdult_no	Q03_YoungAdult_no_dummy	Q04_Brain_Disease_no	Q05_AlcoholGen_no	Q05_AlcoholGen_no_dummy	Q05_ExcerciseGen_no	Q05_ExcerciseGen_no_dummy	Q05_HealthyDietGen_no	Q05_HealthyDietGen_no_dummy	Q05_IntellectGen_no	Q05_IntellectGen_no_dummy	Q05_ProtectionGen_no	Q05_ProtectionGen_no_dummy	Q05_RelaxGen_no	Q05_RelaxGen_no_dummy	Q05_SleepGen_no	Q05_SleepGen_no_dummy	Q05_SmokeGen_no	Q05_SmokeGen_no_dummy	Q05_SocialiseGen_no	Q05_SocialiseGen_no_dummy	Q05_SupplementsGen_no	Q05_SupplementsGen_no_dummy	Q05_WorkLifeBalanceGen_no	Q05_WorkLifeBalanceGen_no_dummy	Q06_BrainHealth_Purpose_Spec_no	Q06_ExcercisePurp_no	Q06_ExcercisePurp_no_dummy	Q06_HealthyDietPurp_no	Q06_HealthyDietPurp_no_dummy	Q06_OtherPurp_no	Q06_OtherPurp_no_dummy	Q06_ProtectionPurp_no	Q06_ProtectionPurp_no_dummy	Q06_RelaxPurp_no	Q06_RelaxPurp_no_dummy	Q06_SleepPurp_no	Q06_SleepPurp_no_dummy	Q06_SocialisePurp_no	Q06_SocialisePurp_no_dummy	Q06_SupplementsPurp_no	Q06_SupplementsPurp_no_dummy	Q06_WorkLifeBalancePurp_no	Q06_WorkLifeBalancePurp_no_dummy	Q07_Test_Criteria_no	Q07_Test_Criteria_Spec_no	Q08_Take_Test_no	Q09a_Test_Reason_no	Q09a_Test_Reason_Spec_no	Q09b_Test_Nonpreventable_no	Q09c_No_Test_no	Q09c_OtherReason_Spec_no	Q10_FamilyFriends_no	Q10_FamilyFriends_no_dummy	Q10_Library_no	Q10_Library_no_dummy	Q10_LifestyleChange_no	Q10_LifestyleChange_no_dummy	Q10_Plan_no	Q10_Plan_no_dummy	Q10_ProfessHelp_no	Q10_ProfessHelp_no_dummy	Q10_TestReactionSpec_no	Q11_BrainStimuli_no	Q11_BrainStimuli_no_dummy	Q11_EatHealthy_no	Q11_EatHealthy_no_dummy	Q11_ExcerciseMore_no	Q11_ExcerciseMore_no_dummy	Q11_ImpSleepingHabits_no	Q11_ImpSleepingHabits_no_dummy	Q11_MoreCulture_no	Q11_MoreCulture_no_dummy	Q11_MoreRelax_no	Q11_MoreRelax_no_dummy	Q11_MoreSocial_no	Q11_MoreSocial_no_dummy	Q11_NoAlcohol_no	Q11_NoAlcohol_no_dummy	Q11_NoSmoking_no	Q11_NoSmoking_no_dummy	Q11_OtherChanges_no	Q11_OtherChanges_no_dummy	Q11_OtherChanges_Spec_no	Q12_MotivateChange_Category_no	Q12_OtherMotivationChange_Spec_no	Q13_NoChange_Motivation_no	Q13_SpecifyNoMotivation_Spec_no	Q14_ChangeAssistance_no	Q14_OtherAssistance_Spec_no	Q15_FreetestAuth_en	Q15_FreetestAuth_en_dummy	Q15_InformAuth_no	Q15_InformAuth_no_dummy	Q15_InsAuth_en	Q15_InsAuth_en_dummy	Q15_RelaxAuth_en	Q15_RelaxAuth_en_dummy	Q15_SubsAuth_no	Q15_SubsAuth_no_dummy	Q15_TaxAuth_no	Q15_TaxAuth_no_dummy	Q16_BrainHealthSpec_no	Q16_BrainHealthSpec_no_dummy	Q16_GP_no	Q16_GP_no_dummy	Q16_HealthAuthWebsites_no	Q16_HealthAuthWebsites_no_dummy	Q16_Newspaper_no	Q16_Newspaper_no_dummy	Q16_OnlineForum_no	Q16_OnlineForum_no_dummy	Q16_PublicResearch_no	Q16_PublicResearch_no_dummy	Q16_ScientificJournals_no	Q16_ScientificJournals_no_dummy	Q16_SocialMedia_no	Q16_SocialMedia_no_dummy	Q16_TVRadio_no	Q16_TVRadio_no_dummy	Q17_BrainResearch_Part_no	Q18_Age_no	Q18_Age_no_dummy	Q19_Residence_no	Q19_Residence_no_dummy	Q20_Sex_no	Q20_Sex_no_dummy	Q21_Education_Coded_no	Q21_Education_Coded_no_dummy	Q22_Relationship_Status_no	Q22_Relationship_Status_no_dummy	Q23_Vocation_categories_no	Q24_Exp_HealthCare_no	Q25_Cognitive_Health_no	Q26_Emotional_Health_no	Q27_Illness_no	Q28_BrainDisease_Care_no
117805	7471655	Consent_Yes_no	Rarely	Moderate	3	Moderate	3	Strong	2	Weak	4	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Important	2	VeryImportant	1	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Frequently	1	Rarely	3	Lærer språk - tar tyskkurs	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	OnlineCriteria;Quick	NA	Definitely	LearnRisk;Respond	NA	ProbablyYes	NA	NA	DefYes	1	Likely	2	Likely	2	Likely	2	DefYes	1	Skrive framtidsfullmakt	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	Likely	2	Likely	2	Likely	2	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice	NA	Alone;NoInfo	NA	GP;GroupSupport;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Unknown	3	Unknown	3	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	71-80	5	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Pensioned;Volunteer-work	No	Excellent	Excellent	No	No
117805	7458526	Consent_Yes_no	Occasionally	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Occasionally	2	NA	Occasionally	2	Frequently	1	NA	NA	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Accurate;Cheap;Quick	NA	Definitely	Information;Prepare	NA	DefYes	NA	NA	Likely	2	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	Likely	2	NA	NA	Likely	2	Likely	2	Likely	2	Likely	2	VeryLikely	1	NA	NA	NA	Affordable;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoInfo;NoMotivation	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	NA	NA	NA	NA	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	NA	NA	Yes	71-80	5	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Pensioned	No	Average	Average	No	No
117805	7442416	Consent_Yes_no	Rarely	Moderate	3	Strong	2	VeryStrong	1	Weak	4	Moderate	3	Moderate	3	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	Løser kryssord og følger med i tiden	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Cheap;NoPain;OnlineCriteria	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	Likely	2	Likely	2	DefYes	1	NA	Unlikely	4	Likely	2	Likely	2	AlreadyDo	3	Likely	2	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;PersonalAdvice	NA	NoInfo;NoMotivation	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	No	2	Unknown	3	Unknown	3	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	Yes	80plus	6	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Pensioned	No	AboveAverage	Average	No	No
117805	7440078	Consent_Yes_no	Never	Strong	2	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Moderate	3	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Occasionally	2	Never	4	Frequently	1	Frequently	1	Frequently	1	NA	Occasionally	2	Frequently	1	NA	NA	Frequently	1	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Accurate;NoPain;Quick	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	Likely	2	DefYes	1	Likely	2	Unlikely	3	DefYes	1	NA	Likely	2	Likely	2	VeryLikely	1	Likely	2	AlreadyDo	3	Likely	2	Likely	2	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	Diagnose;ImpactKnown;PersonalAdvice	NA	GiveupHobby;NoMotivation;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	Yes	71-80	5	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Pensioned	No	Average	Average	Yes	No
117805	7369075	Consent_Yes_no	Rarely	Strong	2	Strong	2	Strong	2	Weak	4	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Parkinson;Schizophrenia;Stroke	Occasionally	2	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cheap;NoPain	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow	NA	NA	NA	NA	NA	NA	NA	NA	NA	DefYes	1	NA	NA	NA	NA	NA	VeryLikely	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PersonalAdvice	NA	NotHelp	NA	GP	NA	NA	NA	Yes	1	NA	NA	NA	NA	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	71-80	5	Norway	126	Female	1	HighSchool	3	Divorced	4	Pensioned	No	AboveAverage	AboveAverage	No	No
117805	7360081	Consent_Yes_no	Occasionally	VeryStrong	1	Moderate	3	VeryStrong	1	NA	NA	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Lærer mer matematikk og statistikk	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Accurate;OnlineCriteria;Quick	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo;NotHelp;NoTime	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	71-80	5	Norway	126	Male	2	GradSchool	5	Unmarried	2	Pensioned	No	AboveAverage	Average	Yes	No
117805	7311338	Consent_Yes_no	Frequently	Strong	2	Moderate	3	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Moderate	3	VeryStrong	1	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Frequently	1	NA	Occasionally	2	Occasionally	2	NA	NA	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Accurate;Cheap;SocialSecurity	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	Likely	2	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;FamilySupport;WorseMemory	NA	NoInfo;NoMotivation;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Unknown	3	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Norway	126	Female	1	VocationSchool	4	DomesticPartner	3	Employed	Yes	Average	Average	Yes	No
117805	7248784	Consent_Yes_no	Frequently	Strong	2	Strong	2	Moderate	3	Weak	4	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Frequently	1	Occasionally	2	Tar Medox	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Accurate;NoPain;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	VeryLikely	1	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoInfo;NoTime	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	No	2	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	AboveAverage	Average	Yes	No
117805	7245402	Consent_Yes_no	Rarely	VeryStrong	1	VeryStrong	1	Strong	2	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	NA	Frequently	1	Rarely	3	Never	4	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Accurate;OnlineCriteria;SocialSecurity	NA	Probably	LearnRisk;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	DefYes	1	Likely	2	Likely	2	Likely	2	NA	AlreadyDo	3	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	Likely	2	Unlikely	4	AlreadyDo	3	NA	NA	NA	Diagnose;FamilySupport;Fun	NA	GiveupHobby;NoTime;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	NotatAll	3	Neutral	2	GreatExtent	1	NotatAll	3	NotatAll	3	No	26-40	2	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Average	Yes	Yes
117805	7088267	Consent_Yes_no	Rarely	VeryStrong	1	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	ModImportant	3	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Rarely	3	Rarely	3	Never	4	Frequently	1	Rarely	3	Occasionally	2	NA	Occasionally	2	Rarely	3	NA	NA	Frequently	1	Rarely	3	Rarely	3	Frequently	1	Rarely	3	Occasionally	2	Accurate;NoPain;OnlineCriteria	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Frightened	NA	Unlikely	3	DefYes	1	Likely	2	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	Unlikely	4	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoInfo;NotHelp	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	Yes	26-40	2	Norway	126	Female	1	GradSchool	5	Single	1	Employed	Yes	AboveAverage	AboveAverage	No	Yes
117805	7087972	Consent_Yes_no	Rarely	Strong	2	Strong	2	Moderate	3	Moderate	3	Moderate	3	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Frequently	1	NA	Never	4	Never	4	Never	4	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Accurate;Cheap;NoPain	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	Likely	2	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	Likely	2	Likely	2	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	Unlikely	4	NA	Diagnose;ImpactKnown;PersonalAdvice	NA	Alone;NoInfo;NotHelp	NA	Checkup;GP	NA	Unknown	3	Yes	1	No	2	Yes	1	Unknown	3	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed;Student	No	AboveAverage	Average	Yes	No
117805	7085711	Consent_Yes_no	Frequently	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Depression;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Frequently	1	Occasionally	2	NA	Occasionally	2	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Accurate;OnlineCriteria;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;Family;WorseMemory	NA	NoMotivation;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	Average	AboveAverage	Yes	No
117805	7083773	Consent_Yes_no	Frequently	VeryStrong	1	VeryStrong	1	Strong	2	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Lærer nye ting, f.ex nye oppgaver i jobben.	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Accurate;Cheap;NoPain	NA	Probably	Prepare;Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	AlreadyDo	3	Likely	2	NA	Diagnose;ImpactKnown;WorseMemory	NA	Alone;NoInfo;NotHelp	NA	GP;GroupSupport;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	61-70	4	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	AboveAverage	No	No
117805	7081497	Consent_Yes_no	Frequently	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Never	4	Occasionally	2	Frequently	1	Frequently	1	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Accurate;Quick;SocialSecurity	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	Likely	2	Likely	2	Likely	2	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Unlikely	4	Likely	2	Unlikely	4	Likely	2	Unlikely	4	VeryLikely	1	NA	NA	NA	Diagnose;Family;WorseMemory	NA	GiveupHobby;NoMotivation;NotHelp	NA	Checkup;GP;SupportFamily	NA	Unknown	3	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
117805	7076120	Consent_Yes_no	Frequently	Strong	2	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	ModImportant	3	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Occasionally	2	Frequently	1	Strikking, kreativt kunstarbeid, lære nye ting	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Accurate;OnlineCriteria;Quick	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	Likely	2	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;Family;WorseMemory	NA	NotHelp;NoTime	NA	GP;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	No	41-60	3	Norway	126	Female	1	VocationSchool	4	DomesticPartner	3	Employed	No	AboveAverage	AboveAverage	No	No
