form_id	submission_id	Consent_Form_cat	Q01_Think_Brain_Frequency_cat	Q02_DietInfl_cat	Q02_DietInfl_cat_dummy	Q02_EducationInfl_cat	Q02_EducationInfl_cat_dummy	Q02_GeneticsInfl_cat	Q02_GeneticsInfl_cat_dummy	Q02_IncomeInfl_cat	Q02_IncomeInfl_cat_dummy	Q02_LifeGoalsInfl_cat	Q02_LifeGoalsInfl_cat_dummy	Q02_PhyEnvironmentInfl_cat	Q02_PhyEnvironmentInfl_cat_dummy	Q02_PhyHealthInfl_cat	Q02_PhyHealthInfl_cat_dummy	Q02_ProfessionInfl_cat	Q02_ProfessionInfl_cat_dummy	Q02_SleepHabitsInfl_cat	Q02_SleepHabitsInfl_cat_dummy	Q02_SocEnvironmentInfl_cat	Q02_SocEnvironmentInfl_cat_dummy	Q02_Substance_Infl_cat	Q02_Substance_Infl_cat_dummy	Q03_Adolescence_cat	Q03_Adolescence_cat_dummy	Q03_Child_cat	Q03_Child_cat_dummy	Q03_MiddleAge_cat	Q03_MiddleAge_cat_dummy	Q03_OlderAge_cat	Q03_OlderAge_cat_dummy	Q03_Womb_cat	Q03_Womb_cat_dummy	Q03_YoungAdult_cat	Q03_YoungAdult_cat_dummy	Q04_Brain_Disease_cat	Q05_AlcoholGen_cat	Q05_AlcoholGen_cat_dummy	Q05_ExcerciseGen_cat	Q05_ExcerciseGen_cat_dummy	Q05_HealthyDietGen_cat	Q05_HealthyDietGen_cat_dummy	Q05_IntellectGen_cat	Q05_IntellectGen_cat_dummy	Q05_ProtectionGen_cat	Q05_ProtectionGen_cat_dummy	Q05_RelaxGen_cat	Q05_RelaxGen_cat_dummy	Q05_SleepGen_cat	Q05_SleepGen_cat_dummy	Q05_SmokeGen_cat	Q05_SmokeGen_cat_dummy	Q05_SocialiseGen_cat	Q05_SocialiseGen_cat_dummy	Q05_SupplementsGen_cat	Q05_SupplementsGen_cat_dummy	Q05_WorkLifeBalanceGen_cat	Q05_WorkLifeBalanceGen_cat_dummy	Q06_BrainHealth_Purpose_Spec_cat	Q06_ExcercisePurp_cat	Q06_ExcercisePurp_cat_dummy	Q06_HealthyDietPurp_cat	Q06_HealthyDietPurp_cat_dummy	Q06_ProtectionPurp_cat	Q06_ProtectionPurp_cat_dummy	Q06_RelaxPurp_cat	Q06_RelaxPurp_cat_dummy	Q06_SleepPurp_cat	Q06_SleepPurp_cat_dummy	Q06_SocialisePurp_cat	Q06_SocialisePurp_cat_dummy	Q06_SupplementsPurp_cat	Q06_SupplementsPurp_cat_dummy	Q06_WorkLifeBalancePurp_cat	Q06_WorkLifeBalancePurp_cat_dummy	Q07_Test_Criteria_cat	Q07_Test_Criteria_Spec_cat	Q08_Take_Test_cat	Q09a_Test_Reason_cat	Q09a_Test_Reason_Spec_cat	Q09b_Test_Nonpreventable_cat	Q09c_No_Test_cat	Q09c_OtherReason_Spec_cat	Q10_FamilyFriends_cat	Q10_FamilyFriends_cat_dummy	Q10_Library_cat	Q10_Library_cat_dummy	Q10_LifestyleChange_cat	Q10_LifestyleChange_cat_dummy	Q10_Plan_cat	Q10_Plan_cat_dummy	Q10_ProfessHelp_cat	Q10_ProfessHelp_cat_dummy	Q10_TestReactionSpec_cat	Q11_BrainStimuli_cat	Q11_BrainStimuli_cat_dummy	Q11_EatHealthy_cat	Q11_EatHealthy_cat_dummy	Q11_ExcerciseMore_cat	Q11_ExcerciseMore_cat_dummy	Q11_ImprSleepingHabits_cat	Q11_ImprSleepingHabits_cat_dummy	Q11_MoreCulture_cat	Q11_MoreCulture_cat_dummy	Q11_MoreRelax_cat	Q11_MoreRelax_cat_dummy	Q11_MoreSocial_cat	Q11_MoreSocial_cat_dummy	Q11_NoAlcohol_cat	Q11_NoAlcohol_cat_dummy	Q11_NoSmoking_cat	Q11_NoSmoking_cat_dummy	Q11_OtherChanges_cat	Q11_OtherChanges_cat_dummy	Q11_OtherChanges_Spec_cat	Q12_MotivateChange_Category_cat	Q12_OtherChangeMotivation_Spec_cat	Q13_NoChange_Motivation_cat	Q13_SpecifyNoMotivation_Spec_cat	Q14_ChangeAssistance_cat	Q14_OtherAssistance_Spec_cat	Q15_FreetestAuth_cat	Q15_FreetestAuth_cat_dummy	Q15_InformAuth_cat	Q15_InformAuth_cat_dummy	Q15_InsAuth_cat	Q15_InsAuth_cat_dummy	Q15_RelaxAuth_cat	Q15_RelaxAuth_cat_dummy	Q15_SubsAuth_cat	Q15_SubsAuth_cat_dummy	Q15_TaxAuth_cat	Q15_TaxAuth_cat_dummy	Q16_BrainHealthSpec_cat	Q16_BrainHealthSpec_cat_dummy	Q16_GP_cat	Q16_GP_cat_dummy	Q16_HealthAuthWebsites_cat	Q16_HealthAuthWebsites_cat_dummy	Q16_Newspaper_cat	Q16_Newspaper_cat_dummy	Q16_OnlineForum_cat	Q16_OnlineForum_cat_dummy	Q16_PublicResearch_cat	Q16_PublicResearch_cat_dummy	Q16_ScientificJournals_cat	Q16_ScientificJournals_cat_dummy	Q16_SocialMedia_cat	Q16_SocialMedia_cat_dummy	Q16_TVRadio_cat	Q16_TVRadio_cat_dummy	Q17_BrainResearch_Part_cat	Q18_Age_cat	Q18_Age_cat_dummy	Q19_Residence_cat	Q19_Residence_cat_dummy	Q20_Sex_cat	Q20_Sex_cat_dummy	Q21_Education_Coded_cat	Q21_Education_Coded_cat_dummy	Q22_Relationship_Status_cat	Q22_Relationship_Status_cat_dummy	Q23_Vocation_categories_cat	Q24_Exp_HealthCare_cat	Q26_Cognitive_Health_cat	Q26_Emotional_Health_cat	Q27_Illness_cat	Q28_BrainDisease_Care_cat
119157	5800680	Consent_Yes_cat	Frequently	Moderate	3	Moderate	3	VeryStrong	1	Moderate	3	Moderate	3	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Never	4	Occasionally	2	Never	4	Frequently	1	Never	4	Frequently	1	NA	Rarely	3	Rarely	3	Never	4	Never	4	Rarely	3	Rarely	3	Never	4	Rarely	3	Accurate;Cheap;NoPain	NA	Probably	LearnRisk;Respond	NA	ProbablyNot	NA	NA	Unlikely	3	Likely	2	Likely	2	Likely	2	Likely	2	NA	Likely	2	Likely	2	Likely	2	AlreadyDo	3	Unlikely	4	Unlikely	4	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Family;FamilySupport;WorseMemory	NA	NoMotivation;NoTime;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	No	2	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Spain	53	Male	1	GradSchool	5	Single	1	Employed;Student	Yes	Average	BelowAverage	No	No
119157	5799621	Consent_Yes_cat	Occasionally	Moderate	3	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	Aprendre idiomes, llegir el diari, fer petits canvis en les rutines diàries com passar per un carrer diferent o descobrir un barri nou de la meva o altres ciutats.	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Accurate;Cheap;NoPain	NA	Definitely	Respond	NA	ProbablyNot	NA	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	DefYes	1	Estudiaria el tema en profunditat per conèixer recursos o tractaments. Buscaria associacions per afiliarme.	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Affordable;Diagnose;PersonalAdvice	NA	Expensive;NoInfo	NA	GP	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Yes	41-60	3	Spain	53	Male	1	GradSchool	5	Unmarried	2	Employed	Yes	AboveAverage	AboveAverage	No	Yes
119157	5799215	Consent_Yes_cat	Frequently	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Frequently	1	llegir	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Accurate;Cheap;OnlineCriteria	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	NA	NA	NA	Affordable;Fun;ImpactKnown	NA	Expensive;NotHelp;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	26-40	2	Spain	53	Male	1	GradSchool	5	DomesticPartner	3	Employed;Student	Yes	AboveAverage	AboveAverage	No	No
119157	5782056	Consent_Yes_cat	Frequently	VeryStrong	1	Strong	2	Strong	2	Moderate	3	Strong	2	Moderate	3	VeryStrong	1	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	NA	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	NoPain;Quick;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	Unlikely	3	Unlikely	3	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	FamilySupport;ImpactKnown;PersonalAdvice	NA	NoInfo;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	26-40	2	Spain	53	Male	1	GradSchool	5	Unmarried	2	Employed;Student	Yes	AboveAverage	AboveAverage	Yes	No
119157	5772655	Consent_Yes_cat	Occasionally	Weak	4	Strong	2	VeryStrong	1	Moderate	3	Moderate	3	Moderate	3	Weak	4	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Schizophrenia	Never	4	Rarely	3	Occasionally	2	Rarely	3	Frequently	1	Never	4	Occasionally	2	Never	4	Occasionally	2	Never	4	Occasionally	2	Res	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Accurate;Cheap;SocialSecurity	NA	Definitely	Respond	NA	DefYes	NA	NA	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	No	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	VeryLikely	1	NA	Diagnose;WorseMemory	NA	NoInfo;NoTime;StartNoFun	NA	GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	No	41-60	3	Spain	53	Male	1	HighSchool	3	DomesticPartner	3	Employed;Stay-at-home	No	Average	Average	No	No
119157	5768654	Consent_Yes_cat	Occasionally	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	Moderate	3	Moderate	3	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Occasionally	2	NA	Never	4	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Rarely	3	Frequently	1	Occasionally	2	Accurate;NoPain	NA	DefinitelyNot	NA	NA	NA	DoNotWantToKnow;Helpless	NA	DefYes	1	DefYes	1	Likely	2	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Unlikely	4	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	GiveupHobby;NoMotivation;StartNoFun	NA	Checkup;GroupSupport;MobileApp	NA	No	2	Yes	1	No	2	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	26-40	2	Spain	53	Female	2	GradSchool	5	Unmarried	2	Employed;Student	Yes	AboveAverage	Average	No	No
119157	5765979	Consent_Yes_cat	Rarely	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	ModImportant	3	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Frequently	1	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	NA	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Accurate;NoPain;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyNot	NA	NA	Likely	2	Unlikely	3	Likely	2	DefYes	1	Likely	2	NA	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	Likely	2	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Affordable;Diagnose;WorseMemory	NA	Expensive;NoMotivation;NotHelp	NA	Checkup;GroupSupport	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	No	26-40	2	Spain	53	Male	1	VocationSchool	4	Widowed	5	Volunteer-work	Yes	Average	Average	No	No
119157	5760101	Consent_Yes_cat	Occasionally	VeryStrong	1	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Occasionally	2	Never	4	Frequently	1	Never	4	Occasionally	2	NA	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Cheap;NoPain;Quick	NA	Definitely	LearnRisk;Respond	NA	ProbablyYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoTime;StartNoFun	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Spain	53	Male	1	GradSchool	5	Divorced	4	Employed	Yes	Average	Average	No	No
119157	5759608	Consent_Yes_cat	Occasionally	VeryStrong	1	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Activitats d'oci	Rarely	3	Rarely	3	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Accurate;Cheap;Quick	NA	ProbablyNot	NA	NA	NA	Frightened;Worry	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	DefYes	1	Cerca en articles, món científic, participaria en estudis clínics...	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;Family;WorseMemory	NA	Expensive;NoInfo;NoMotivation	NA	Checkup;GP;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	Yes	26-40	2	Spain	53	Male	1	GradSchool	5	Single	1	Employed	Yes	Average	Average	No	No
119157	5758373	Consent_Yes_cat	Occasionally	VeryStrong	1	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Parkinson;Schizophrenia	Never	4	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Occasionally	2	Never	4	Frequently	1	NA	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Rarely	3	Never	4	Occasionally	2	Accurate;OnlineCriteria;SocialSecurity	NA	Definitely	Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	AlreadyDo	3	AlreadyDo	3	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	ImpactKnown;PersonalAdvice	NA	NoInfo	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Yes	41-60	3	Spain	53	Male	1	GradSchool	5	DomesticPartner	3	Employed	No	Average	BelowAverage	No	No
119157	5753152	Consent_Yes_cat	Rarely	Strong	2	Moderate	3	VeryStrong	1	Moderate	3	Moderate	3	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Important	2	VeryImportant	1	ModImportant	3	Important	2	VeryImportant	1	ModImportant	3	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	NA	NA	Never	4	Occasionally	2	Never	4	Frequently	1	NA	NA	Occasionally	2	NA	Never	4	Never	4	NA	NA	Never	4	Never	4	Never	4	NA	NA	Never	4	Accurate;NoPain;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	Unlikely	3	Defnot	4	Likely	2	Likely	2	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	Unlikely	4	AlreadyDo	3	Likely	2	AlreadyDo	3	NA	NA	NA	ImpactKnown;PersonalAdvice;WorseMemory	NA	NoInfo;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Yes	41-60	3	Spain	53	Male	1	GradSchool	5	DomesticPartner	3	Employed;Stay-at-home	Yes	AboveAverage	AboveAverage	No	No
119157	5749063	Consent_Yes_cat	Rarely	Strong	2	Strong	2	Strong	2	Weak	4	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Important	2	Important	2	VeryImportant	1	VeryImportant	1	ModImportant	3	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Rarely	3	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Never	4	Frequently	1	NA	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Accurate;Quick;SocialSecurity	NA	Definitely	Prepare;Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo;NotHelp	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	NA	NA	Yes	1	NA	NA	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Spain	53	Male	1	HighSchool	3	Unmarried	2	Employed	No	Average	AboveAverage	Yes	No
119157	5740860	Consent_Yes_cat	Occasionally	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Strong	2	Moderate	3	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	Rarely	3	Frequently	1	NA	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Rarely	3	Occasionally	2	Cheap;Quick	NA	Probably	Prepare;Respond	NA	ProbablyYes	NA	NA	DefYes	1	Likely	2	Likely	2	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Unlikely	4	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	NoMotivation;NoTime;StartNoFun	NA	GroupSupport;SupportFamily	NA	Yes	1	Yes	1	No	2	Unknown	3	No	2	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	26-40	2	Spain	53	Male	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Average	No	No
119157	5737871	Consent_Yes_cat	Frequently	VeryStrong	1	Strong	2	Moderate	3	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Schizophrenia	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Never	4	Occasionally	2	Rarely	3	Occasionally	2	NA	Frequently	1	Never	4	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Accurate;SocialSecurity	NA	Definitely	Prepare;Respond	NA	ProbablyYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	OtherMotivationChange	Em motivaria pensar que com més canviés els hàbits, més estaria lluitant per reduir el risc de patir la malaltia o de patir-ne els seus efectes	NoTime	NA	Checkup	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Unknown	3	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Spain	53	Male	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
