form_id	submission_id	Consent_Form	Q01_Think_Brain_Frequency	Q02_DietInfl	Q02_DietInfl_dummy	Q02_EducationInfl	Q02_EducationInfl_dummy	Q02_GeneticsInfl	Q02_GeneticsInfl_dummy	Q02_IncomeInfl	Q02_IncomeInfl_dummy	Q02_LifeGoalsInfl	Q02_LifeGoalsInfl_dummy	Q02_PhyEnvironmentInfl	Q02_PhyEnvironmentInfl_dummy	Q02_PhyHealthInfl	Q02_PhyHealthInfl_dummy	Q02_ProfessionInfl	Q02_ProfessionInfl_dummy	Q02_SleepHabitsInfl	Q02_SleepHabitsInfl_dummy	Q02_SocEnvironmentInfl	Q02_SocEnvironmentInfl_dummy	Q02_SubstanceInfl	Q02_SubstanceInfl_dummy	Q03_Adolescence	Q03_Adolescence_dummy	Q03_Child	Q03_Child_dummy	Q03_MiddleAge	Q03_MiddleAge_dummy	Q03_OlderAge	Q03_OlderAge_dummy	Q03_Womb	Q03_Womb_dummy	Q03_YoungAdult	Q03_YoungAdult_dummy	Q04_Brain_Disease	Q05_AlcoholGen	Q05_AlcoholGen_dummy	Q05_ExcerciseGen	Q05_ExcerciseGen_dummy	Q05_HealthyDietGen	Q05_HealthyDietGen_dummy	Q05_IntellectGen	Q05_IntellectGen_dummy	Q05_ProtectionGen	Q05_ProtectionGen_dummy	Q05_RelaxGen	Q05_RelaxGen_dummy	Q05_SleepGen	Q05_SleepGen_dummy	Q05_SmokeGen	Q05_SmokeGen_dummy	Q05_SocialiseGen	Q05_SocialiseGen_dummy	Q05_SupplementsGen	Q05_SupplementsGen_dummy	Q05_WorkLifeBalanceGen	Q05_WorkLifeBalanceGen_dummy	Q06_BrainHealthPurpose_Spec	Q06_ExcercisePurp	Q06_ExcercisePurp_dummy	Q06_HealthyDietPurp	Q06_HealthyDietPurp_dummy	Q06_OtherPurp	Q06_OtherPurp_dummy	Q06_ProtectionPurp	Q06_ProtectionPurp_dummy	Q06_RelaxPurp	Q06_RelaxPurp_dummy	Q06_SleepPurp	Q06_SleepPurp_dummy	Q06_SocialisePurp	Q06_SocialisePurp_dummy	Q06_SupplementsPurp	Q06_SupplementsPurp_dummy	Q06_WorkLifeBalancePurp	Q06_WorkLifeBalancePurp_dummy	Q07_Test_Criteria	Q07_Test_Criteria_Spec	Q08_Take_Test	Q09a_Test_Reason	Q09a_Test_Reason_Spec	Q09b_Test_Nonpreventable	Q09c_No_Test	Q09c_OtherReason_Spec	Q10_FamilyFriends	Q10_FamilyFriends_dummy	Q10_Library	Q10_Library_dummy	Q10_LifestyleChange	Q10_LifestyleChange_dummy	Q10_Plan	Q10_Plan_dummy	Q10_ProfessHelp	Q10_ProfessHelp_dummy	Q10_TestReactionSpec	Q11_BrainStimuli	Q11_BrainStimuli_dummy	Q11_EatHealthy	Q11_EatHealthy_dummy	Q11_ExcerciseMore	Q11_ExcerciseMore_dummy	Q11_ImprSleepingHabits	Q11_ImprSleepingHabits_dummy	Q11_MoreCulture	Q11_MoreCulture_dummy	Q11_MoreRelax	Q11_MoreRelax_dummy	Q11_MoreSocial	Q11_MoreSocial_dummy	Q11_NoAlcohol	Q11_NoAlcohol_dummy	Q11_NoSmoking	Q11_NoSmoking_dummy	Q11_OtherChanges	Q11_OtherChanges_dummy	Q11_OtherChanges_Spec	Q12_MotivateChange_Category	Q12_OtherChangeMotivation_Spec	Q13_NoChange_Motivation	Q13_SpecifyNoMotivation_Spec	Q14_ChangeAssistance	Q14_OtherAssistance_Spec_en	Q15_FreetestAuth	Q15_FreetestAuth_dummy	Q15_InformAuth	Q15_InformAuth_dummy	Q15_InsAuth	Q15_InsAuth_dummy	Q15_RelaxAuth_	Q15_RelaxAuth__dummy	Q15_SubsAuth	Q15_SubsAuth_dummy	Q15_TaxAuth	Q15_TaxAuth_dummy	Q16_BrainHealthSpec	Q16_BrainHealthSpec_dummy	Q16_GP	Q16_GP_dummy	Q16_HealthAuthWebsites	Q16_HealthAuthWebsites_dummy	Q16_Newspaper	Q16_Newspaper_dummy	Q16_OnlineForum	Q16_OnlineForum_dummy	Q16_PublicResearch	Q16_PublicResearch_dummy	Q16_ScientificJournals	Q16_ScientificJournals_dummy	Q16_SocialMedia	Q16_SocialMedia_dummy	Q16_TVRadio	Q16_TVRadio_dummy	Q17_BrainResearch_Part	Q18_Age	Q18_Age_dummy	Q19_Residence	Q19_Residence_dummy	Q20_Sex	Q20_Sex_dummy	Q21_Education_Coded	Q21_Education_Coded_dummy	Q22_Relationship_Status	Q22_Relationship_Status_dummy	Q23_Vocation_categories	Q24_Exp_HealthCare	Q25_Cognitive_Health	Q26_Emotional_Health	Q27_Illness	Q28_BrainDisease_Care
119773	6371096	Consent_Yes	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Forsker og skriver om faglige emner	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Accurate;Cheap;OnlineCriteria	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	Involvere mine nærmeste	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Mental træning fx medition	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo	NA	GP;GroupSupport;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	71-80	5	Denmark	37	Male	2	GradSchool	5	DomesticPartner	3	Pensioned	No	AboveAverage	Excellent	No	Yes
119773	6371086	Consent_Yes	Occasionally	VeryStrong	1	Moderate	3	VeryStrong	1	Weak	4	Moderate	3	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Rarely	3	Occasionally	2	NA	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Rarely	3	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Probably	Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	AlreadyDo	3	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	Likely	2	NA	Diagnose;Fun;WorseMemory	NA	StartNoFun	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	71-80	5	Denmark	37	Male	2	GradSchool	5	Divorced	4	Pensioned	No	AboveAverage	Average	Yes	Yes
119773	6371021	Consent_Yes	Occasionally	VeryStrong	1	Moderate	3	VeryStrong	1	Moderate	3	Moderate	3	VeryStrong	1	VeryStrong	1	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Never	4	Occasionally	2	træner sprog og itudvikling	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	NA	NA	Accurate;Cheap;OnlineCriteria	NA	Definitely	Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	Likely	2	Likely	2	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	Diagnose;FamilySupport;WorseMemory	NA	StartNoFun	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	NA	NA	Yes	1	Yes	1	Yes	1	Yes	1	NA	NA	NA	NA	Neutral	2	Neutral	2	NA	NA	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	71-80	5	Denmark	37	Male	2	GradSchool	5	Divorced	4	Pensioned	No	AboveAverage	Average	Yes	Yes
119773	6370833	Consent_Yes	Rarely	Moderate	3	Strong	2	VeryStrong	1	NoInfluence	5	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Important	2	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	NA	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Rarely	3	Rarely	3	Rarely	3	Never	4	Rarely	3	Accurate	NA	Definitely	LearnRisk;Respond	NA	ProbablyYes	NA	NA	Defnot	4	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Unlikely	4	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NotHelp	NA	GP	NA	NA	NA	Yes	1	NA	NA	NA	NA	NA	NA	NA	NA	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	No	71-80	5	Denmark	37	Male	2	VocationSchool	4	DomesticPartner	3	Pensioned	Yes	Average	AboveAverage	No	No
119773	6370657	Consent_Yes	Frequently	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Alzheimer;Depression;Stroke	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	NA	Rarely	3	Rarely	3	NA	NA	Frequently	1	Frequently	1	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Cheap;OnlineCriteria;Quick	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	NA	NA	NA	Family;ImpactKnown;WorseMemory	NA	NoInfo;NoMotivation;StartNoFun	NA	Checkup	NA	Yes	1	Yes	1	Unknown	3	Yes	1	No	2	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	61-70	4	Denmark	37	Female	1	GradSchool	5	Unmarried	2	Unemployed	No	Average	AboveAverage	No	No
119773	6370436	Consent_Yes	Occasionally	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Important	2	VeryImportant	1	ModImportant	3	ModImportant	3	Important	2	Important	2	Alzheimer;Anxiety;Depression;Migraine;Parkinson;Schizophrenia	Occasionally	2	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Rarely	3	Rarely	3	NA	Frequently	1	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Rarely	3	OnlineCriteria;SocialSecurity	NA	Probably	Prepare;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	Likely	2	NA	AlreadyDo	3	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	Unlikely	4	Unlikely	4	NotAtAll	5	NA	Diagnose;WorseMemory	NA	Expensive;StartNoFun	NA	Checkup;SupportFamily	NA	Yes	1	Yes	1	No	2	Unknown	3	Unknown	3	Unknown	3	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Yes	41-60	3	Denmark	37	Male	2	GradSchool	5	Single	1	Disabled	No	BelowAverage	AboveAverage	Yes	No
119773	6370020	Consent_Yes	Never	Strong	2	Strong	2	Strong	2	Weak	4	Strong	2	Weak	4	Strong	2	Weak	4	Strong	2	Moderate	3	VeryStrong	1	VeryImportant	1	Important	2	ModImportant	3	Important	2	ModImportant	3	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Never	4	Rarely	3	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Occasionally	2	NA	Never	4	Rarely	3	NA	NA	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Rarely	3	Accurate;Cheap;SocialSecurity	NA	Definitely	Information;Prepare	NA	DefYes	NA	NA	Unlikely	3	DefYes	1	Likely	2	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	Unlikely	4	Likely	2	Likely	2	Likely	2	Unlikely	4	Unlikely	4	Unlikely	4	NA	NA	NA	Diagnose;Fun;ImpactKnown	NA	Expensive;NoMotivation;NotHelp	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Denmark	37	Male	2	VocationSchool	4	Unmarried	2	Student	No	Average	BelowAverage	No	No
119773	6369953	Consent_Yes	Rarely	Strong	2	Moderate	3	VeryStrong	1	Weak	4	Moderate	3	VeryStrong	1	Strong	2	Weak	4	Moderate	3	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Depression;Parkinson;Schizophrenia	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Never	4	Tænker over tilværelsen uden at blive panikslagen.	Never	4	Never	4	Occasionally	2	Never	4	Never	4	Never	4	Never	4	Never	4	Never	4	Accurate;NoPain;SocialSecurity	NA	Definitely	Information;Respond	NA	ProbablyYes	NA	NA	Defnot	4	Unlikely	3	Likely	2	Unlikely	3	DefYes	1	Sætte mig ned og tude.	Unlikely	4	VeryLikely	1	VeryLikely	1	Unlikely	4	Unlikely	4	AlreadyDo	3	Likely	2	Likely	2	AlreadyDo	3	Likely	2	Vise mere omsorg for andre	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;GiveupHobby;StartNoFun	NA	Checkup;GP;GroupSupport;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	80plus	6	Denmark	37	Female	1	PrimarySchool	1	DomesticPartner	3	Pensioned	No	AboveAverage	AboveAverage	Yes	No
119773	6369831	Consent_Yes	Never	NoInfluence	5	Strong	2	Strong	2	NoInfluence	5	Weak	4	Moderate	3	Weak	4	Weak	4	Weak	4	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Parkinson;Schizophrenia;Stroke	Never	4	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Occasionally	2	NA	Rarely	3	Frequently	1	NA	NA	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Cheap;OnlineCriteria;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Defnot	4	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	VeryLikely	1	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Expensive;NoInfo;NotHelp	NA	Checkup;GP;GroupSupport;MobileApp	NA	No	2	Yes	1	Yes	1	No	2	No	2	No	2	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	NotatAll	3	No	71-80	5	Denmark	37	Female	1	PrimarySchool	1	Divorced	4	Pensioned	Yes	AboveAverage	Excellent	Yes	Yes
119773	6369726	Consent_Yes	Frequently	VeryStrong	1	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	Mediterer, (At benævne meditation for en ""afslappende aktivitet"" er groft forenklet og misvisende)	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	NA	NA	DefYes	1	DefYes	1	Likely	2	NA	NA	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NoInfo	NA	GP	NA	Unknown	3	Yes	1	Unknown	3	Unknown	3	No	2	Yes	1	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Denmark	37	Male	2	VocationSchool	4	Single	1	Unemployed	No	AboveAverage	Average	Yes	No
119773	6369695	Consent_Yes	Frequently	Moderate	3	Moderate	3	Moderate	3	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	Weak	4	Strong	2	Moderate	3	Strong	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Never	4	Rarely	3	Frequently	1	Never	4	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Accurate;NoPain	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Frightened	NA	Unlikely	3	DefYes	1	DefYes	1	DefYes	1	Likely	2	NA	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NoMotivation;NotHelp	NA	Checkup;OtherAssistance	Subjektiv oplevelse af forbedring	No	2	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Denmark	37	Female	1	GradSchool	5	DomesticPartner	3	Pensioned	Yes	Average	BelowAverage	No	No
119773	6369661	Consent_Yes	Occasionally	VeryStrong	1	VeryStrong	1	Moderate	3	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	Strong	2	VeryStrong	1	Moderate	3	Important	2	Important	2	Important	2	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	NA	Frequently	1	Frequently	1	NA	NA	Never	4	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Accurate;Quick;SocialSecurity	NA	Definitely	Information;Respond	NA	ProbablyYes	NA	NA	DefYes	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Expensive;NotHelp;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	NA	NA	NA	NA	NA	NA	GreatExtent	1	GreatExtent	1	NA	NA	NA	NA	NA	NA	GreatExtent	1	NA	NA	NA	NA	NA	NA	No	71-80	5	Denmark	37	Male	2	GradSchool	5	DomesticPartner	3	Pensioned	No	AboveAverage	AboveAverage	No	No
119773	6369654	Consent_Yes	Rarely	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Rarely	3	Frequently	1	NA	Frequently	1	Occasionally	2	NA	NA	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Never	4	Rarely	3	Accurate;SocialSecurity	NA	Definitely	LearnRisk;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	DefYes	1	DefYes	1	Likely	2	Likely	2	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoInfo;NotHelp	NA	Checkup	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Denmark	37	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Excellent	No	No
119773	6369633	Consent_Yes	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	Tager specifikke kosttilskud til forbedring af genetisk disponeret ubalancer, bevidst vejrtrækninger	Frequently	1	Frequently	1	NA	NA	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Accurate	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	Defnot	4	Likely	2	DefYes	1	DefYes	1	Likely	2	Opsøge eksperter i udlandet hvis vi ikke har kompetente nok fagpersoner i Danmark	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Likely	2	AlreadyDo	3	VeryLikely	1	VeryLikely	1	AlreadyDo	3	NA	NA	Gå endnu videre til bio hacking viden	Diagnose;WorseMemory	NA	OtherMotivationNoChange	Intet ville afholde mig fra at ændre livsstil hvis det var nødvendigt	Checkup	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Denmark	37	Female	1	VocationSchool	4	Single	1	Employed	Yes	AboveAverage	Excellent	No	No
119773	6369381	Consent_Yes	Occasionally	Strong	2	Moderate	3	Weak	4	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	ModImportant	3	ModImportant	3	VeryImportant	1	ModImportant	3	Addiction;Alzheimer;Anxiety;Depression;Hypertension;Migraine;Schizophrenia;Stroke	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Never	4	Never	4	NA	Frequently	1	Rarely	3	Never	4	Never	4	Frequently	1	Frequently	1	Occasionally	2	Never	4	Never	4	OnlineCriteria	NA	Definitely	Respond	NA	DefYes	NA	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	Unlikely	4	Unlikely	4	NA	NA	NA	ImpactKnown;PersonalAdvice	NA	GiveupHobby	NA	Checkup	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	61-70	4	Denmark	37	Male	2	VocationSchool	4	Single	1	Pensioned	No	AboveAverage	AboveAverage	No	No
