"language"	"suffix"	"form_id"	"element_no"	"img_url"	"img_text"	"question"	"question_descr"	"question_codebook"	"question_mandatory"	"answer_order"	"answer_option"	"answer_codebook"	"answer_preselected"	"answer_correct"	"question_order"	"max_selected"	"question_preselected"	"question_rangemarks"
"english"	"en"	114338	"21"	NA	NA	"Stimulate my intellect (e.g. crosswords, learn new things)"	NA	"Q05_IntellectGen_en"	FALSE	"4"	"Never"	"Never"	FALSE	FALSE	7	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Strike a balance between professional and family life"	NA	"Q05_WorkLifeBalanceGen_en"	FALSE	"1"	"Frequently"	"Frequently"	FALSE	FALSE	8	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Strike a balance between professional and family life"	NA	"Q05_WorkLifeBalanceGen_en"	FALSE	"2"	"Occasionally"	"Occasionally"	FALSE	FALSE	8	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Strike a balance between professional and family life"	NA	"Q05_WorkLifeBalanceGen_en"	FALSE	"3"	"Rarely"	"Rarely"	FALSE	FALSE	8	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Strike a balance between professional and family life"	NA	"Q05_WorkLifeBalanceGen_en"	FALSE	"4"	"Never"	"Never"	FALSE	FALSE	8	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Wear a helmet when cycling, skating or skiing"	NA	"Q05_ProtectionGen_en"	FALSE	"1"	"Frequently"	"Frequently"	FALSE	FALSE	9	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Wear a helmet when cycling, skating or skiing"	NA	"Q05_ProtectionGen_en"	FALSE	"2"	"Occasionally"	"Occasionally"	FALSE	FALSE	9	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Wear a helmet when cycling, skating or skiing"	NA	"Q05_ProtectionGen_en"	FALSE	"3"	"Rarely"	"Rarely"	FALSE	FALSE	9	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Wear a helmet when cycling, skating or skiing"	NA	"Q05_ProtectionGen_en"	FALSE	"4"	"Never"	"Never"	FALSE	FALSE	9	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Take nutritional supplements such as omega 3/ vitamin D"	NA	"Q05_SupplementsGen_en"	FALSE	"1"	"Frequently"	"Frequently"	FALSE	FALSE	10	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Take nutritional supplements such as omega 3/ vitamin D"	NA	"Q05_SupplementsGen_en"	FALSE	"2"	"Occasionally"	"Occasionally"	FALSE	FALSE	10	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Take nutritional supplements such as omega 3/ vitamin D"	NA	"Q05_SupplementsGen_en"	FALSE	"3"	"Rarely"	"Rarely"	FALSE	FALSE	10	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Take nutritional supplements such as omega 3/ vitamin D"	NA	"Q05_SupplementsGen_en"	FALSE	"4"	"Never"	"Never"	FALSE	FALSE	10	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Socialise with people (e.g. friends)"	NA	"Q05_SocialiseGen_en"	FALSE	"1"	"Frequently"	"Frequently"	FALSE	FALSE	11	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Socialise with people (e.g. friends)"	NA	"Q05_SocialiseGen_en"	FALSE	"2"	"Occasionally"	"Occasionally"	FALSE	FALSE	11	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Socialise with people (e.g. friends)"	NA	"Q05_SocialiseGen_en"	FALSE	"3"	"Rarely"	"Rarely"	FALSE	FALSE	11	NA	NA	NA
"english"	"en"	114338	"21"	NA	NA	"Socialise with people (e.g. friends)"	NA	"Q05_SocialiseGen_en"	FALSE	"4"	"Never"	"Never"	FALSE	FALSE	11	NA	NA	NA
